Account_No,Age,Gender,Education,Marital_Status,Acc_Type,Months_On_Bank,Credit_Card,Credit_Score,Estimated_Income,Cust_id
4998373880,51,Female,College,Single,Savings,31,Yes,529,Less than 40K,8581
4998373881,42,Male,High School,Married,Savings,43,Yes,585,80K - 120K,8582
4998373882,49,Female,Graduate,Unknown,Savings,32,No,668,Less than 40K,8583
4998373883,47,Female,Uneducated,Single,Savings,38,No,591,Less than 40K,8584
4998373884,44,Male,Post-Graduate,Married,Savings,19,Yes,731,80K - 120K,8585
4998373885,44,Male,High School,Married,Current,45,Yes,754,120K +,8586
4998373886,53,Male,Graduate,Single,Salary,46,Yes,650,120K +,8587
4998373887,41,Male,Graduate,Single,Savings,41,No,588,40K - 60K,8588
4998373888,49,Male,Unknown,Married,Savings,29,Yes,712,120K +,8589
4998373889,49,Male,High School,Married,Salary,34,No,691,60K - 80K,8590
4998373890,42,Female,College,Married,Savings,41,Yes,771,Less than 40K,8591
4998373891,50,Male,High School,Single,Savings,39,No,678,80K - 120K,8592
4998373892,51,Male,Post-Graduate,Married,Savings,40,Yes,719,40K - 60K,8593
4998373893,52,Female,Uneducated,Divorced,Savings,36,No,610,Less than 40K,8594
4998373894,48,Male,Graduate,Single,Savings,37,Yes,722,60K - 80K,8595
4998373895,44,Male,Uneducated,Married,Savings,23,Yes,758,80K - 120K,8596
4998373896,40,Female,High School,Single,Savings,32,No,709,40K - 60K,8597
4998373897,42,Male,Graduate,Unknown,Savings,53,Yes,634,80K - 120K,8598
4998373898,43,Female,Unknown,Single,Savings,49,Yes,678,Unknown,8599
4998373899,42,Male,Graduate,Married,Savings,35,Yes,633,Less than 40K,8600
4998373900,42,Female,High School,Married,Salary,43,Yes,710,Less than 40K,8601
4998373901,51,Female,Unknown,Single,Savings,45,No,640,Less than 40K,8602
4998373902,61,Female,High School,Single,Savings,63,No,656,Less than 40K,8603
4998373903,59,Male,Uneducated,Single,Savings,59,Yes,551,40K - 60K,8604
4998373904,46,Female,Uneducated,Married,Savings,39,No,786,Less than 40K,8605
4998373905,51,Male,Post-Graduate,Unknown,Salary,49,Yes,561,80K - 120K,8606
4998373906,48,Female,Post-Graduate,Married,Savings,42,Yes,807,Less than 40K,8607
4998373907,44,Female,High School,Single,Savings,38,No,602,40K - 60K,8608
4998373908,56,Male,Unknown,Single,Savings,31,Yes,727,40K - 60K,8609
4998373909,42,Female,Post-Graduate,Single,Savings,40,Yes,678,Less than 40K,8610
4998373910,40,Male,College,Divorced,Savings,23,Yes,730,60K - 80K,8611
4998373911,61,Female,College,Single,Savings,30,Yes,596,Less than 40K,8612
4998373912,45,Male,Uneducated,Single,Savings,39,Yes,686,80K - 120K,8613
4998373913,49,Male,Graduate,Single,Savings,26,No,684,80K - 120K,8614
4998373914,47,Male,Uneducated,Married,Savings,32,Yes,797,60K - 80K,8615
4998373915,45,Female,High School,Married,Savings,39,Yes,658,Less than 40K,8616
4998373916,43,Male,College,Unknown,Savings,27,Yes,653,60K - 80K,8617
4998373917,42,Male,Graduate,Married,Savings,37,Yes,641,60K - 80K,8618
4998373918,42,Male,High School,Unknown,Savings,41,Yes,656,80K - 120K,8619
4998373919,43,Female,College,Married,Savings,36,Yes,750,Unknown,8620
4998373920,40,Male,High School,Married,Savings,40,No,768,60K - 80K,8621
4998373921,50,Female,College,Married,Savings,33,Yes,568,Unknown,8622
4998373922,53,Female,Graduate,Single,Savings,36,Yes,706,40K - 60K,8623
4998373923,49,Male,Graduate,Married,Savings,38,Yes,430,40K - 60K,8624
4998373924,44,Male,Uneducated,Single,Savings,35,Yes,745,80K - 120K,8625
4998373925,49,Male,Unknown,Unknown,Savings,43,No,747,80K - 120K,8626
4998373926,42,Female,Graduate,Married,Savings,40,No,657,Unknown,8627
4998373927,43,Female,High School,Married,Savings,42,No,639,Less than 40K,8628
4998373928,51,Female,Unknown,Single,Savings,44,No,704,Less than 40K,8629
4998373929,40,Female,Uneducated,Unknown,Savings,23,Yes,651,Less than 40K,8630
4998373930,57,Female,Post-Graduate,Single,Savings,44,Yes,706,Less than 40K,8631
4998373931,51,Male,Doctorate,Single,Platinum,30,No,632,120K +,8632
4998373932,49,Male,Doctorate,Divorced,Savings,42,Yes,751,80K - 120K,8633
4998373933,61,Male,Graduate,Single,Savings,35,No,767,Less than 40K,8634
4998373934,62,Male,Graduate,Single,Savings,39,No,741,60K - 80K,8635
4998373935,39,Male,Unknown,Single,Current,29,Yes,651,80K - 120K,8636
4998373936,52,Male,Graduate,Divorced,Savings,46,Yes,601,60K - 80K,8637
4998373937,38,Female,High School,Single,Savings,34,Yes,520,Unknown,8638
4998373938,50,Female,High School,Single,Current,27,No,626,Less than 40K,8639
4998373939,43,Male,Unknown,Divorced,Savings,30,Yes,811,120K +,8640
4998373940,53,Female,College,Single,Savings,32,No,730,Less than 40K,8641
4998373941,42,Male,High School,Married,Savings,47,No,604,60K - 80K,8642
4998373942,43,Female,High School,Single,Savings,44,Yes,499,Unknown,8643
4998373943,43,Female,Graduate,Married,Savings,40,No,754,Less than 40K,8644
4998373944,57,Male,Post-Graduate,Divorced,Savings,29,No,716,60K - 80K,8645
4998373945,50,Female,Uneducated,Married,Savings,20,No,636,Less than 40K,8646
4998373946,48,Male,High School,Single,Savings,25,Yes,470,120K +,8647
4998373947,41,Male,Graduate,Married,Savings,43,Yes,444,120K +,8648
4998373948,44,Male,High School,Married,Savings,48,Yes,809,60K - 80K,8649
4998373949,44,Female,College,Single,Current,30,Yes,850,40K - 60K,8650
4998373950,43,Female,College,Married,Savings,27,Yes,637,Less than 40K,8651
4998373951,51,Male,Graduate,Married,Salary,43,Yes,512,80K - 120K,8652
4998373952,47,Male,Post-Graduate,Married,Savings,43,No,774,80K - 120K,8653
4998373953,47,Female,Doctorate,Single,Current,57,Yes,641,40K - 60K,8654
4998373954,38,Male,High School,Single,Savings,42,Yes,586,120K +,8655
4998373955,46,Male,High School,Single,Savings,30,Yes,611,40K - 60K,8656
4998373956,41,Female,Uneducated,Unknown,Current,31,Yes,660,40K - 60K,8657
4998373957,47,Male,Graduate,Unknown,Savings,43,No,532,80K - 120K,8658
4998373958,41,Male,Graduate,Married,Savings,38,No,557,80K - 120K,8659
4998373959,49,Female,Uneducated,Single,Savings,25,Yes,730,40K - 60K,8660
4998373960,44,Male,Graduate,Single,Savings,27,No,535,80K - 120K,8661
4998373961,48,Female,Post-Graduate,Single,Savings,36,No,773,Less than 40K,8662
4998373962,44,Male,Graduate,Married,Savings,44,Yes,510,60K - 80K,8663
4998373963,50,Female,Doctorate,Married,Current,39,Yes,539,Unknown,8664
4998373964,59,Female,High School,Single,Savings,48,Yes,690,Less than 40K,8665
4998373965,49,Female,High School,Married,Current,40,Yes,821,Unknown,8666
4998373966,42,Male,Uneducated,Single,Current,35,Yes,687,80K - 120K,8667
4998373967,52,Male,Graduate,Married,Savings,46,Yes,557,60K - 80K,8668
4998373968,46,Male,Graduate,Unknown,Savings,37,No,532,40K - 60K,8669
4998373969,41,Male,College,Married,Savings,39,Yes,540,40K - 60K,8670
4998373970,39,Female,Doctorate,Married,Savings,55,Yes,705,Less than 40K,8671
4998373971,46,Female,Graduate,Single,Savings,35,Yes,542,Less than 40K,8672
4998373972,45,Female,Graduate,Married,Savings,38,Yes,706,Less than 40K,8673
4998373973,53,Male,High School,Single,Savings,56,Yes,765,60K - 80K,8674
4998373974,42,Male,Unknown,Married,Savings,67,Yes,529,80K - 120K,8675
4998373975,44,Female,Graduate,Single,Current,54,Yes,714,Less than 40K,8676
4998373976,47,Female,High School,Married,Current,41,Yes,582,Unknown,8677
4998373977,46,Male,Uneducated,Married,Salary,40,Yes,609,60K - 80K,8678
4998373978,38,Female,Graduate,Single,Salary,28,No,518,Less than 40K,8679
4998373979,46,Female,Graduate,Divorced,Savings,35,Yes,791,Less than 40K,8680
4998373980,39,Male,Unknown,Unknown,Savings,42,Yes,747,120K +,8681
4998373981,47,Male,College,Single,Savings,40,Yes,565,60K - 80K,8682
4998373982,46,Male,Doctorate,Unknown,Salary,34,Yes,735,60K - 80K,8683
4998373983,45,Male,Graduate,Married,Savings,49,No,697,40K - 60K,8684
4998373984,50,Female,High School,Married,Savings,27,Yes,813,40K - 60K,8685
4998373985,43,Female,High School,Married,Savings,43,Yes,772,Less than 40K,8686
4998373986,48,Male,College,Married,Savings,71,Yes,606,40K - 60K,8687
4998373987,50,Female,Graduate,Unknown,Savings,42,No,667,Less than 40K,8688
4998373988,40,Female,Graduate,Unknown,Savings,40,Yes,637,40K - 60K,8689
4998373989,46,Male,College,Married,Current,67,No,542,40K - 60K,8690
4998373990,45,Male,College,Single,Savings,43,Yes,762,60K - 80K,8691
4998373991,53,Male,High School,Single,Savings,39,No,698,Less than 40K,8692
4998373992,49,Female,Graduate,Married,Savings,32,Yes,850,Less than 40K,8693
4998373993,52,Female,Post-Graduate,Single,Savings,50,Yes,621,Less than 40K,8694
4998373994,47,Male,Graduate,Married,Current,48,No,671,80K - 120K,8695
4998373995,47,Male,Uneducated,Single,Savings,31,Yes,775,80K - 120K,8696
4998373996,43,Male,High School,Single,Savings,34,Yes,504,60K - 80K,8697
4998373997,49,Male,College,Divorced,Savings,37,Yes,751,80K - 120K,8698
4998373998,40,Female,College,Divorced,Savings,30,No,691,40K - 60K,8699
4998373999,53,Female,Graduate,Single,Savings,32,Yes,841,Less than 40K,8700
4998374000,51,Female,Unknown,Married,Savings,23,Yes,709,40K - 60K,8701
4998374001,46,Male,High School,Single,Savings,37,Yes,673,40K - 60K,8702
4998374002,41,Male,High School,Single,Salary,37,No,541,80K - 120K,8703
4998374003,42,Female,Unknown,Married,Savings,31,Yes,661,Less than 40K,8704
4998374004,50,Male,High School,Unknown,Savings,42,Yes,784,120K +,8705
4998374005,51,Male,Uneducated,Divorced,Savings,35,Yes,742,80K - 120K,8706
4998374006,44,Male,High School,Single,Current,55,No,850,120K +,8707
4998374007,49,Male,Uneducated,Married,Savings,35,Yes,443,60K - 80K,8708
4998374008,51,Female,Unknown,Married,Savings,48,Yes,778,40K - 60K,8709
4998374009,53,Female,Graduate,Single,Savings,39,Yes,529,40K - 60K,8710
4998374010,49,Female,Unknown,Single,Savings,37,Yes,678,Less than 40K,8711
4998374011,59,Male,Graduate,Single,Savings,65,Yes,516,Unknown,8712
4998374012,47,Female,Doctorate,Married,Savings,35,Yes,469,40K - 60K,8713
4998374013,50,Male,Uneducated,Single,Savings,40,No,786,80K - 120K,8714
4998374014,44,Male,Graduate,Single,Current,41,Yes,703,120K +,8715
4998374015,48,Male,Graduate,Married,Savings,41,No,579,60K - 80K,8716
4998374016,47,Male,College,Single,Savings,38,No,565,60K - 80K,8717
4998374017,43,Male,Uneducated,Married,Savings,44,Yes,443,60K - 80K,8718
4998374018,40,Male,High School,Unknown,Savings,37,Yes,589,80K - 120K,8719
4998374019,41,Male,Graduate,Single,Savings,44,Yes,691,80K - 120K,8720
4998374020,46,Female,High School,Single,Savings,28,No,711,Less than 40K,8721
4998374021,47,Male,High School,Divorced,Current,27,Yes,775,Unknown,8722
4998374022,44,Male,Graduate,Unknown,Current,35,Yes,621,60K - 80K,8723
4998374023,52,Female,Graduate,Unknown,Savings,51,Yes,350,Less than 40K,8724
4998374024,39,Male,Uneducated,Single,Savings,30,Yes,668,80K - 120K,8725
4998374025,53,Female,High School,Single,Savings,27,Yes,633,Less than 40K,8726
4998374026,49,Male,Unknown,Married,Savings,43,Yes,697,80K - 120K,8727
4998374027,52,Female,Post-Graduate,Married,Savings,30,Yes,734,Less than 40K,8728
4998374028,46,Male,High School,Divorced,Current,41,No,434,40K - 60K,8729
4998374029,44,Female,Graduate,Divorced,Savings,48,Yes,646,40K - 60K,8730
4998374030,52,Female,High School,Single,Savings,30,No,764,40K - 60K,8731
4998374031,52,Male,Graduate,Married,Savings,41,No,727,80K - 120K,8732
4998374032,50,Female,Graduate,Single,Savings,29,No,724,Less than 40K,8733
4998374033,55,Male,High School,Single,Salary,42,No,749,80K - 120K,8734
4998374034,45,Male,Unknown,Married,Savings,47,Yes,706,60K - 80K,8735
4998374035,44,Male,Doctorate,Married,Savings,30,No,728,80K - 120K,8736
4998374036,46,Female,Graduate,Single,Savings,44,No,636,Less than 40K,8737
4998374037,49,Male,Uneducated,Single,Savings,34,Yes,634,120K +,8738
4998374038,53,Female,College,Single,Savings,43,No,627,Unknown,8739
4998374039,60,Female,Doctorate,Single,Current,59,No,518,Unknown,8740
4998374040,47,Male,Post-Graduate,Unknown,Current,29,No,687,Unknown,8741
4998374041,54,Female,Graduate,Single,Savings,23,Yes,622,40K - 60K,8742
4998374042,39,Male,Post-Graduate,Unknown,Savings,45,Yes,693,80K - 120K,8743
4998374043,46,Female,Uneducated,Married,Savings,25,No,450,Less than 40K,8744
4998374044,43,Female,College,Married,Current,49,Yes,664,Less than 40K,8745
4998374045,53,Male,High School,Divorced,Savings,28,Yes,663,120K +,8746
4998374046,44,Male,Graduate,Married,Savings,34,No,660,60K - 80K,8747
4998374047,48,Male,High School,Married,Savings,29,Yes,579,40K - 60K,8748
4998374048,41,Male,Uneducated,Single,Savings,44,Yes,655,80K - 120K,8749
4998374049,45,Female,Post-Graduate,Single,Savings,47,Yes,683,Less than 40K,8750
4998374050,41,Female,Unknown,Unknown,Savings,32,Yes,655,40K - 60K,8751
4998374051,51,Male,College,Married,Current,30,Yes,575,80K - 120K,8752
4998374052,44,Male,Post-Graduate,Single,Savings,30,Yes,574,80K - 120K,8753
4998374053,39,Male,Uneducated,Single,Savings,32,Yes,795,60K - 80K,8754
4998374054,40,Male,Doctorate,Unknown,Savings,43,No,776,Less than 40K,8755
4998374055,41,Male,Graduate,Married,Savings,52,Yes,707,120K +,8756
4998374056,46,Female,Unknown,Married,Savings,37,Yes,705,Unknown,8757
4998374057,50,Male,High School,Single,Savings,44,No,678,120K +,8758
4998374058,50,Male,Uneducated,Married,Savings,34,Yes,663,Less than 40K,8759
4998374059,48,Male,Unknown,Unknown,Savings,66,Yes,748,60K - 80K,8760
4998374060,49,Male,Graduate,Married,Current,34,Yes,677,80K - 120K,8761
4998374061,49,Male,Graduate,Married,Savings,63,Yes,634,120K +,8762
4998374062,41,Male,Graduate,Married,Savings,60,No,350,80K - 120K,8763
4998374063,36,Female,Uneducated,Unknown,Savings,61,Yes,727,40K - 60K,8764
4998374064,52,Female,High School,Single,Savings,51,Yes,773,40K - 60K,8765
4998374065,42,Male,Graduate,Married,Current,39,Yes,675,60K - 80K,8766
4998374066,49,Female,College,Married,Current,36,No,649,Less than 40K,8767
4998374067,41,Male,Graduate,Single,Salary,29,Yes,552,60K - 80K,8768
4998374068,50,Male,Unknown,Unknown,Current,62,No,761,120K +,8769
4998374069,53,Female,Graduate,Single,Savings,31,Yes,622,40K - 60K,8770
4998374070,49,Male,Uneducated,Married,Savings,59,Yes,615,80K - 120K,8771
4998374071,46,Male,Unknown,Single,Savings,31,No,681,80K - 120K,8772
4998374072,51,Female,High School,Single,Savings,30,Yes,768,Less than 40K,8773
4998374073,51,Male,Uneducated,Single,Savings,34,Yes,617,60K - 80K,8774
4998374074,51,Female,High School,Married,Savings,33,Yes,452,Less than 40K,8775
4998374075,54,Female,College,Single,Savings,37,No,807,Less than 40K,8776
4998374076,46,Male,Doctorate,Divorced,Savings,44,Yes,567,120K +,8777
4998374077,43,Male,Post-Graduate,Married,Savings,24,Yes,603,40K - 60K,8778
4998374078,48,Female,Post-Graduate,Married,Savings,37,Yes,617,Unknown,8779
4998374079,43,Female,Unknown,Single,Savings,34,No,701,Less than 40K,8780
4998374080,41,Male,High School,Married,Savings,39,Yes,820,120K +,8781
4998374081,49,Male,Uneducated,Married,Savings,60,No,438,80K - 120K,8782
4998374082,51,Female,High School,Single,Salary,27,Yes,600,Unknown,8783
4998374083,47,Female,Uneducated,Unknown,Savings,34,Yes,782,40K - 60K,8784
4998374084,53,Female,High School,Single,Savings,41,Yes,638,Less than 40K,8785
4998374085,55,Female,Graduate,Single,Savings,27,Yes,850,Unknown,8786
4998374086,51,Male,Graduate,Married,Savings,19,Yes,741,120K +,8787
4998374087,40,Female,Unknown,Married,Savings,73,No,689,Less than 40K,8788
4998374088,60,Female,High School,Single,Savings,35,Yes,743,Less than 40K,8789
4998374089,40,Female,Graduate,Married,Current,36,No,493,Unknown,8790
4998374090,46,Female,Graduate,Unknown,Savings,35,No,416,Unknown,8791
4998374091,42,Female,Graduate,Married,Savings,25,Yes,725,Less than 40K,8792
4998374092,46,Female,Graduate,Single,Savings,34,Yes,497,Less than 40K,8793
4998374093,51,Female,Uneducated,Married,Savings,66,Yes,537,Unknown,8794
4998374094,43,Female,Unknown,Single,Savings,29,Yes,706,Unknown,8795
4998374095,41,Female,College,Married,Savings,38,Yes,651,Less than 40K,8796
4998374096,47,Male,Uneducated,Married,Savings,33,No,720,80K - 120K,8797
4998374097,43,Male,Post-Graduate,Single,Savings,45,No,797,40K - 60K,8798
4998374098,47,Female,Graduate,Single,Current,23,Yes,543,Less than 40K,8799
4998374099,51,Male,Graduate,Single,Savings,34,Yes,454,40K - 60K,8800
4998374100,44,Female,Unknown,Unknown,Salary,37,Yes,691,40K - 60K,8801
4998374101,44,Male,Graduate,Married,Salary,52,Yes,510,80K - 120K,8802
4998374102,39,Female,Unknown,Single,Current,40,Yes,792,40K - 60K,8803
4998374103,53,Female,Graduate,Unknown,Savings,41,Yes,721,Less than 40K,8804
4998374104,45,Male,Uneducated,Unknown,Savings,41,No,765,80K - 120K,8805
4998374105,47,Male,Unknown,Single,Salary,39,Yes,850,120K +,8806
4998374106,40,Male,High School,Divorced,Savings,38,Yes,681,40K - 60K,8807
4998374107,50,Female,Uneducated,Married,Savings,60,No,586,Unknown,8808
4998374108,47,Female,Uneducated,Married,Savings,36,Yes,753,Unknown,8809
4998374109,55,Male,Unknown,Single,Savings,38,No,593,80K - 120K,8810
4998374110,44,Female,High School,Married,Savings,21,Yes,674,Less than 40K,8811
4998374111,54,Female,Graduate,Single,Savings,35,Yes,610,Unknown,8812
4998374112,40,Male,Unknown,Married,Savings,26,No,652,80K - 120K,8813
4998374113,50,Male,Graduate,Married,Current,26,Yes,850,80K - 120K,8814
4998374114,49,Male,Post-Graduate,Single,Savings,51,Yes,740,60K - 80K,8815
4998374115,49,Female,Graduate,Single,Savings,43,No,637,Less than 40K,8816
4998374116,39,Female,Uneducated,Unknown,Savings,31,Yes,685,Less than 40K,8817
4998374117,43,Male,High School,Single,Savings,40,No,558,120K +,8818
4998374118,43,Female,High School,Married,Savings,37,Yes,677,Less than 40K,8819
4998374119,45,Female,Graduate,Divorced,Savings,36,No,592,Unknown,8820
4998374120,47,Female,College,Divorced,Savings,36,No,652,Unknown,8821
4998374121,45,Female,College,Married,Savings,42,Yes,662,Less than 40K,8822
4998374122,34,Female,Graduate,Unknown,Current,64,Yes,543,Unknown,8823
4998374123,52,Male,Uneducated,Married,Current,50,No,675,120K +,8824
4998374124,33,Female,Doctorate,Unknown,Salary,35,Yes,643,Less than 40K,8825
4998374125,43,Male,Unknown,Married,Salary,49,Yes,611,60K - 80K,8826
4998374126,42,Male,College,Married,Savings,29,No,412,40K - 60K,8827
4998374127,49,Male,Graduate,Single,Savings,41,Yes,638,80K - 120K,8828
4998374128,55,Male,Uneducated,Single,Savings,38,Yes,824,40K - 60K,8829
4998374129,39,Female,Graduate,Unknown,Current,40,No,683,Less than 40K,8830
4998374130,40,Female,College,Single,Current,39,Yes,562,40K - 60K,8831
4998374131,46,Male,Unknown,Single,Savings,41,Yes,599,80K - 120K,8832
4998374132,46,Male,College,Single,Current,35,Yes,753,80K - 120K,8833
4998374133,58,Male,College,Single,Current,50,Yes,594,120K +,8834
4998374134,44,Female,Graduate,Married,Current,34,Yes,657,Less than 40K,8835
4998374135,42,Male,Unknown,Married,Savings,34,Yes,716,40K - 60K,8836
4998374136,50,Male,Unknown,Married,Savings,43,Yes,850,60K - 80K,8837
4998374137,46,Male,Graduate,Married,Savings,46,Yes,664,80K - 120K,8838
4998374138,37,Male,High School,Unknown,Savings,33,Yes,558,80K - 120K,8839
4998374139,57,Female,Graduate,Unknown,Savings,40,Yes,606,Less than 40K,8840
4998374140,52,Male,Graduate,Single,Savings,33,Yes,776,40K - 60K,8841
4998374141,62,Female,Post-Graduate,Single,Savings,36,Yes,557,40K - 60K,8842
4998374142,45,Male,High School,Unknown,Savings,27,No,614,60K - 80K,8843
4998374143,57,Male,High School,Single,Savings,42,No,620,80K - 120K,8844
4998374144,44,Female,Graduate,Married,Savings,35,Yes,695,Less than 40K,8845
4998374145,42,Female,Unknown,Married,Savings,39,Yes,729,Unknown,8846
4998374146,40,Female,Unknown,Single,Savings,53,Yes,571,Less than 40K,8847
4998374147,47,Male,Graduate,Unknown,Savings,40,Yes,457,Less than 40K,8848
4998374148,51,Male,Post-Graduate,Married,Current,29,Yes,559,120K +,8849
4998374149,45,Female,High School,Married,Savings,38,Yes,664,Less than 40K,8850
4998374150,50,Male,Unknown,Married,Savings,50,Yes,500,60K - 80K,8851
4998374151,46,Male,Graduate,Married,Savings,42,Yes,782,Less than 40K,8852
4998374152,47,Female,Unknown,Single,Savings,38,Yes,708,Less than 40K,8853
4998374153,43,Female,High School,Single,Savings,43,Yes,681,Less than 40K,8854
4998374154,52,Male,Uneducated,Married,Savings,39,Yes,674,40K - 60K,8855
4998374155,46,Female,High School,Single,Savings,43,No,697,Less than 40K,8856
4998374156,41,Male,Graduate,Married,Current,26,Yes,774,60K - 80K,8857
4998374157,52,Male,High School,Married,Savings,36,No,624,120K +,8858
4998374158,52,Female,High School,Married,Savings,37,No,747,Less than 40K,8859
4998374159,51,Male,Post-Graduate,Married,Current,32,Yes,715,80K - 120K,8860
4998374160,49,Male,Graduate,Single,Savings,24,Yes,808,60K - 80K,8861
4998374161,55,Male,College,Single,Savings,43,No,678,120K +,8862
4998374162,46,Male,Graduate,Divorced,Savings,59,Yes,813,40K - 60K,8863
4998374163,43,Male,Post-Graduate,Married,Platinum,38,Yes,687,40K - 60K,8864
4998374164,46,Female,Unknown,Single,Savings,29,Yes,832,Less than 40K,8865
4998374165,49,Male,High School,Married,Savings,72,Yes,668,80K - 120K,8866
4998374166,41,Male,Uneducated,Single,Savings,34,Yes,526,120K +,8867
4998374167,37,Male,High School,Single,Savings,38,Yes,457,80K - 120K,8868
4998374168,51,Male,Uneducated,Married,Savings,38,Yes,649,120K +,8869
4998374169,50,Male,Doctorate,Married,Savings,41,No,669,120K +,8870
4998374170,57,Male,Uneducated,Single,Savings,42,Yes,668,60K - 80K,8871
4998374171,40,Male,Uneducated,Married,Savings,30,Yes,466,120K +,8872
4998374172,52,Male,College,Married,Salary,30,Yes,685,120K +,8873
4998374173,45,Female,High School,Divorced,Current,34,No,610,40K - 60K,8874
4998374174,48,Female,College,Married,Savings,50,Yes,582,Less than 40K,8875
4998374175,39,Female,High School,Single,Savings,36,Yes,702,Less than 40K,8876
4998374176,49,Female,College,Married,Savings,46,Yes,556,Less than 40K,8877
4998374177,45,Male,Unknown,Married,Savings,24,No,812,40K - 60K,8878
4998374178,43,Female,Graduate,Married,Savings,47,Yes,645,Less than 40K,8879
4998374179,45,Male,Graduate,Divorced,Current,43,Yes,809,60K - 80K,8880
4998374180,38,Male,High School,Single,Savings,49,Yes,560,120K +,8881
4998374181,54,Male,College,Single,Savings,29,Yes,744,80K - 120K,8882
4998374182,39,Male,Graduate,Divorced,Current,39,Yes,731,40K - 60K,8883
4998374183,49,Female,Graduate,Married,Salary,28,Yes,471,Less than 40K,8884
4998374184,45,Male,Graduate,Single,Savings,38,No,686,120K +,8885
4998374185,54,Male,High School,Single,Savings,45,Yes,668,80K - 120K,8886
4998374186,40,Female,Doctorate,Married,Savings,36,No,575,Less than 40K,8887
4998374187,49,Male,College,Married,Salary,37,No,435,60K - 80K,8888
4998374188,48,Male,Post-Graduate,Single,Savings,23,Yes,743,80K - 120K,8889
4998374189,43,Male,Graduate,Single,Savings,39,Yes,580,Unknown,8890
4998374190,42,Male,Graduate,Single,Savings,49,Yes,599,120K +,8891
4998374191,49,Male,High School,Married,Salary,34,No,534,120K +,8892
4998374192,43,Male,Uneducated,Single,Savings,32,Yes,680,120K +,8893
4998374193,44,Female,Unknown,Married,Savings,46,Yes,631,Less than 40K,8894
4998374194,45,Male,High School,Unknown,Savings,39,Yes,485,80K - 120K,8895
4998374195,38,Female,Graduate,Single,Savings,40,Yes,699,Less than 40K,8896
4998374196,44,Male,Uneducated,Married,Savings,34,Yes,712,120K +,8897
4998374197,45,Male,Graduate,Single,Platinum,51,Yes,603,120K +,8898
4998374198,51,Female,College,Married,Savings,40,Yes,850,Unknown,8899
4998374199,41,Male,Graduate,Single,Savings,41,Yes,584,80K - 120K,8900
4998374200,51,Male,Unknown,Married,Savings,71,Yes,604,60K - 80K,8901
4998374201,56,Female,Uneducated,Single,Savings,51,Yes,586,Less than 40K,8902
4998374202,42,Male,Unknown,Single,Savings,39,Yes,467,40K - 60K,8903
4998374203,52,Female,Graduate,Single,Savings,35,Yes,520,Unknown,8904
4998374204,49,Female,Uneducated,Married,Salary,40,Yes,683,Less than 40K,8905
4998374205,50,Male,Graduate,Single,Savings,36,No,557,120K +,8906
4998374206,42,Male,Graduate,Married,Savings,32,No,613,120K +,8907
4998374207,45,Female,Doctorate,Married,Current,34,No,786,40K - 60K,8908
4998374208,50,Male,Unknown,Married,Savings,32,Yes,593,80K - 120K,8909
4998374209,41,Male,Post-Graduate,Married,Savings,29,Yes,670,80K - 120K,8910
4998374210,44,Female,College,Single,Savings,48,No,657,Less than 40K,8911
4998374211,51,Male,Unknown,Single,Current,32,Yes,718,120K +,8912
4998374212,48,Male,Graduate,Married,Savings,24,Yes,623,80K - 120K,8913
4998374213,40,Male,Uneducated,Divorced,Savings,31,Yes,496,60K - 80K,8914
4998374214,49,Male,High School,Single,Savings,39,Yes,429,80K - 120K,8915
4998374215,43,Male,Graduate,Single,Savings,36,Yes,606,80K - 120K,8916
4998374216,51,Male,Uneducated,Single,Savings,46,Yes,499,80K - 120K,8917
4998374217,44,Female,High School,Single,Savings,62,Yes,642,Unknown,8918
4998374218,59,Male,Graduate,Single,Current,52,Yes,641,60K - 80K,8919
4998374219,49,Male,Graduate,Single,Salary,32,Yes,673,60K - 80K,8920
4998374220,38,Male,College,Single,Savings,36,Yes,570,120K +,8921
4998374221,52,Male,Graduate,Married,Savings,37,Yes,472,80K - 120K,8922
4998374222,49,Male,Graduate,Single,Current,35,Yes,550,120K +,8923
4998374223,47,Male,Graduate,Single,Savings,55,No,625,40K - 60K,8924
4998374224,51,Female,High School,Single,Savings,46,Yes,516,Unknown,8925
4998374225,46,Male,Uneducated,Married,Savings,32,Yes,682,80K - 120K,8926
4998374226,52,Male,College,Single,Current,28,Yes,620,80K - 120K,8927
4998374227,57,Female,Graduate,Single,Savings,39,Yes,626,Less than 40K,8928
4998374228,40,Male,Unknown,Single,Savings,29,No,623,60K - 80K,8929
4998374229,44,Male,Graduate,Divorced,Current,35,Yes,569,60K - 80K,8930
4998374230,47,Male,Unknown,Single,Savings,69,Yes,724,40K - 60K,8931
4998374231,41,Female,Graduate,Unknown,Savings,55,No,678,Less than 40K,8932
4998374232,42,Male,Post-Graduate,Single,Salary,26,Yes,713,60K - 80K,8933
4998374233,44,Female,Uneducated,Married,Savings,32,No,631,Unknown,8934
4998374234,44,Male,Unknown,Married,Current,37,Yes,846,40K - 60K,8935
4998374235,47,Male,Uneducated,Single,Savings,43,No,660,120K +,8936
4998374236,36,Male,Unknown,Unknown,Savings,54,No,567,40K - 60K,8937
4998374237,45,Male,Graduate,Married,Savings,31,Yes,731,60K - 80K,8938
4998374238,50,Male,High School,Unknown,Savings,47,Yes,693,80K - 120K,8939
